word,old_excess_score,old_sig_bonferroni,old_direction,ai_doc_count,human_doc_count,p_ai,q_human,ratio_r,delta,r_ci_low,r_ci_high,delta_ci_low,delta_ci_high,chi2_doc,p_value,q_fdr,p_bonferroni,sig_fdr,sig_bonferroni,new_direction,survives_fdr,survives_bonferroni,survives_ci
通常,-0.5299,False,deficit,16,110,0.048433,0.158345,0.3059,-0.109912,0.1682,0.4828,-0.145559,-0.074222,26.39,2.7897875389368715e-07,1.806923929065266e-06,0.00046980022155696915,True,True,deficit,True,True,True
動く,-0.5317,False,deficit,19,137,0.05698,0.196862,0.2894,-0.139882,0.1719,0.4121,-0.181207,-0.105649,35.7854,2.2028752675203553e-09,1.994431156185096e-08,3.7096419505042785e-06,True,True,deficit,True,True,True
名,-0.5324,True,deficit,52,259,0.150997,0.370899,0.4071,-0.219902,0.3066,0.5256,-0.26979,-0.167121,53.8234,2.193432241065705e-13,3.420129531439488e-12,3.693739893954647e-10,True,True,deficit,True,True,True
内部,-0.5324,False,deficit,15,93,0.045584,0.134094,0.3399,-0.08851,0.1857,0.5327,-0.121339,-0.055669,19.518,9.96572086953022e-06,4.794935412653969e-05,0.01678227394428889,True,True,deficit,True,True,True
工夫,-0.5324,False,deficit,8,61,0.025641,0.088445,0.2899,-0.062804,0.1248,0.4995,-0.089904,-0.037139,14.6764,0.0001276339959843505,0.0005021860963496408,0.21493564923764627,True,False,deficit,True,False,True
認識,-0.5326,False,deficit,7,130,0.022792,0.186876,0.122,-0.164084,0.0558,0.2118,-0.195444,-0.129863,55.0274,1.1886168179470103e-13,1.906314972783586e-12,2.0016307214227654e-10,True,True,deficit,True,True,True
異なる,-0.5356,True,deficit,41,210,0.119658,0.300999,0.3975,-0.18134,0.2878,0.517,-0.228435,-0.137166,41.8909,9.650997633999215e-11,1.0286253174464987e-09,1.625228001565468e-07,True,True,deficit,True,True,True
タグ-tag,-0.5364,False,deficit,20,61,0.059829,0.088445,0.6765,-0.028616,0.3936,1.0785,-0.061382,0.005597,2.5434,0.11075397861700619,0.18448041542140298,1.0,False,False,deficit,False,False,False
ボード-board,-0.5364,False,deficit,4,21,0.014245,0.031384,0.4539,-0.017139,0.1376,0.9522,-0.034241,-0.001412,2.7095,0.09975148974304371,0.16950707237869386,1.0,False,False,deficit,False,False,True
イベント-event,-0.5382,False,deficit,7,80,0.022792,0.115549,0.1972,-0.092757,0.081,0.3558,-0.119904,-0.065657,26.0695,3.2934064934385947e-07,2.1249412011304956e-06,0.0005546096534950594,True,True,deficit,True,True,True
サーバー-server,-0.5393,True,deficit,53,223,0.153846,0.319544,0.4815,-0.165697,0.3648,0.6261,-0.217016,-0.112956,32.7849,1.029439255402053e-08,8.215998607095057e-08,1.733575706097057e-05,True,True,deficit,True,True,True
文,-0.5417,False,deficit,17,75,0.051282,0.108417,0.473,-0.057134,0.2585,0.7376,-0.091351,-0.024332,9.2939,0.0022991234689848142,0.00646364594619437,1.0,True,False,deficit,True,False,True
ファイル-file,-0.542,True,deficit,77,316,0.222222,0.452211,0.4914,-0.229989,0.3958,0.6064,-0.285568,-0.168646,52.3783,4.577525873265326e-13,6.9366930895862595e-12,7.70855357057881e-10,True,True,deficit,True,True,True
減る,-0.5424,False,deficit,5,53,0.017094,0.077033,0.2219,-0.059939,0.0815,0.4309,-0.084178,-0.037118,15.7151,7.363584881744162e-05,0.00029974897581661525,0.12400276940857169,True,False,deficit,True,False,True
最後,-0.5454,True,deficit,34,271,0.099715,0.388017,0.257,-0.288302,0.1752,0.3395,-0.338194,-0.241267,93.8109,3.471551862817279e-22,1.3595565899963484e-20,5.846093336984298e-19,True,True,deficit,True,True,True
ランダム-random,-0.5454,False,deficit,3,31,0.011396,0.045649,0.2496,-0.034253,0.0624,0.5514,-0.052798,-0.015712,8.3931,0.0037664797979900647,0.010116031865734081,1.0,True,False,deficit,True,False,True
自作,-0.5454,False,deficit,4,23,0.014245,0.034237,0.4161,-0.019992,0.1287,0.946,-0.037102,-0.001463,3.4641,0.06271552857891402,0.11669939240540465,1.0,False,False,deficit,False,False,True
無い,-0.5464,True,deficit,171,581,0.490028,0.830243,0.5902,-0.340214,0.5248,0.6554,-0.398688,-0.281803,132.1455,1.3904437488340927e-30,1.0643214877439147e-28,2.341507273036612e-27,True,True,deficit,True,True,True
マッピング-mapping,-0.5466,False,deficit,7,18,0.022792,0.027104,0.8409,-0.004312,0.2996,1.8156,-0.022837,0.014264,0.128,0.7204637707483963,0.8460676359416314,1.0,False,False,deficit,False,False,False
状態,-0.5477,True,deficit,56,283,0.162393,0.405136,0.4008,-0.242742,0.3047,0.5066,-0.298333,-0.188532,62.5791,2.5595350118191344e-15,5.4560214682321797e-14,4.310256959903422e-12,True,True,deficit,True,True,True
サンプル-sample,-0.5497,False,deficit,17,90,0.051282,0.129815,0.395,-0.078532,0.2312,0.6016,-0.109904,-0.044312,15.4546,8.451248227573232e-05,0.0003404761247663474,0.14231902015233322,True,False,deficit,True,False,True
追う,-0.5497,False,deficit,6,42,0.019943,0.061341,0.3251,-0.041398,0.1109,0.631,-0.062831,-0.018598,8.8663,0.0029049096763113054,0.007993248194294507,1.0,True,False,deficit,True,False,True
Create,-0.5497,False,deficit,4,29,0.014245,0.042796,0.3329,-0.028551,0.108,0.7192,-0.047088,-0.009975,5.9483,0.01473139809685691,0.03303285538629432,1.0,True,False,deficit,True,False,True
Type,-0.5539,False,deficit,4,23,0.014245,0.034237,0.4161,-0.019992,0.1427,0.8562,-0.035671,-0.002894,3.4641,0.06271552857891402,0.11669939240540465,1.0,False,False,deficit,False,False,True
人気,-0.5539,False,deficit,4,33,0.014245,0.048502,0.2937,-0.034257,0.0999,0.6146,-0.05279,-0.014298,7.7354,0.005414798871305626,0.013815941362543445,1.0,True,False,deficit,True,False,True
差す-他動詞,-0.5544,False,deficit,15,96,0.045584,0.138374,0.3294,-0.09279,0.1779,0.5163,-0.124157,-0.059988,20.9551,4.701694564307693e-06,2.474266764466923e-05,0.007917653646294154,True,True,deficit,True,True,True
想定,-0.5544,False,deficit,18,126,0.054131,0.18117,0.2988,-0.127039,0.1762,0.4439,-0.162662,-0.092822,31.5177,1.9762583951036254e-08,1.4991077195290562e-07,3.328019137354505e-05,True,True,deficit,True,True,True
レポート-report,-0.5546,False,deficit,12,42,0.037037,0.061341,0.6038,-0.024304,0.2923,1.0511,-0.051392,0.002772,2.6575,0.1030622809762307,0.1735568811639725,1.0,False,False,deficit,False,False,False
限る,-0.555,False,deficit,6,68,0.019943,0.098431,0.2026,-0.078488,0.0788,0.3818,-0.104145,-0.05421,21.5909,3.374488876634194e-06,1.833109441371607e-05,0.005682639268251982,True,True,deficit,True,True,True
エンド-end,-0.5555,True,deficit,35,156,0.102564,0.223966,0.4579,-0.121402,0.3014,0.6178,-0.168425,-0.080072,22.8479,1.7534127813471288e-06,1.0181886633753671e-05,0.002952747123788565,True,True,deficit,True,True,True
程度,-0.5557,False,deficit,27,174,0.079772,0.249643,0.3195,-0.169871,0.2136,0.4453,-0.212635,-0.129949,43.2008,4.9399305275928917e-11,5.545895338977619e-10,8.318843008466429e-08,True,True,deficit,True,True,True
yml,-0.5595,False,deficit,9,50,0.02849,0.072753,0.3916,-0.044263,0.1788,0.6947,-0.068514,-0.018606,8.3528,0.003850884147399389,0.010309839275390415,1.0,True,False,deficit,True,False,True
分ける,-0.5608,False,deficit,17,117,0.051282,0.168331,0.3047,-0.117049,0.1702,0.4699,-0.152696,-0.081398,28.4102,9.814697921046853e-08,6.664496491549557e-07,0.000165279512990429,True,True,deficit,True,True,True
境界,-0.5613,False,deficit,6,31,0.019943,0.045649,0.4369,-0.025706,0.1664,0.8473,-0.044247,-0.005735,4.2897,0.03834452988405372,0.075611461738579,1.0,False,False,deficit,False,False,True
サイド-side,-0.5613,False,deficit,6,48,0.019943,0.0699,0.2853,-0.049957,0.111,0.5525,-0.072765,-0.027153,11.6183,0.0006530436506565683,0.0020987128009650018,1.0,True,False,deficit,True,False,True
安心,-0.5635,False,deficit,6,50,0.019943,0.072753,0.2741,-0.05281,0.1089,0.5211,-0.075674,-0.030002,12.5652,0.0003929892896149635,0.0013451096823406475,0.6617939637115986,True,False,deficit,True,False,True
更に,-0.5638,True,deficit,28,191,0.082621,0.273894,0.3017,-0.191273,0.1988,0.417,-0.231216,-0.148522,51.4134,7.482437812980665e-13,1.0678326505982575e-11,1.2600425277059438e-09,True,True,deficit,True,True,True
分,-0.5654,False,deficit,18,131,0.054131,0.188302,0.2875,-0.134171,0.1685,0.4454,-0.171217,-0.095675,34.1878,5.004106513199196e-09,4.277622014328653e-08,8.426915368227447e-06,True,True,deficit,True,True,True
compose,-0.5666,False,deficit,6,35,0.019943,0.051355,0.3883,-0.031412,0.1461,0.7576,-0.051384,-0.009975,5.8663,0.015433820046915205,0.034379038305562444,1.0,True,False,deficit,True,False,True
主に,-0.5669,False,deficit,12,100,0.037037,0.14408,0.2571,-0.107043,0.1342,0.4214,-0.139845,-0.075628,27.7365,1.390179860363069e-07,9.26544560212248e-07,0.00023410628848514084,True,True,deficit,True,True,True
内容,-0.5693,True,deficit,60,337,0.173789,0.482168,0.3604,-0.308379,0.279,0.4494,-0.35967,-0.251362,94.0481,3.0794419253937303e-22,1.264824439600742e-20,5.185780202363042e-19,True,True,deficit,True,True,True
条件,-0.5702,True,deficit,31,141,0.091168,0.202568,0.4501,-0.1114,0.2959,0.6189,-0.151318,-0.07005,20.8804,4.8885993371399355e-06,2.556646361411072e-05,0.008232401283743652,True,True,deficit,True,True,True
送信,-0.5702,False,deficit,20,93,0.059829,0.134094,0.4462,-0.074265,0.2605,0.6737,-0.109892,-0.038618,13.1509,0.00028738000459549434,0.0010296764419974733,0.48394792773881246,True,False,deficit,True,False,True
価格,-0.5702,False,deficit,7,30,0.022792,0.044223,0.5154,-0.021431,0.1996,0.9986,-0.042825,-4.1e-05,2.945,0.08614411877377588,0.15143975617030525,1.0,False,False,deficit,False,False,True
理想,-0.5702,False,deficit,7,46,0.022792,0.067047,0.3399,-0.044255,0.1461,0.6214,-0.067059,-0.02002,9.2425,0.0023646603747347803,0.006625770500920749,1.0,True,False,deficit,True,False,True
X,-0.5731,False,deficit,9,47,0.02849,0.068474,0.4161,-0.039984,0.1902,0.7637,-0.064214,-0.014343,7.1326,0.007569321727458741,0.018692159893180654,1.0,True,False,deficit,True,False,True
バックアップ-backup,-0.575,False,deficit,4,29,0.014245,0.042796,0.3329,-0.028551,0.1109,0.7325,-0.047088,-0.008583,5.9483,0.01473139809685691,0.03303285538629432,1.0,True,False,deficit,True,False,True
依頼,-0.5757,False,deficit,6,54,0.019943,0.078459,0.2542,-0.058516,0.0966,0.4796,-0.081337,-0.03429,14.4972,0.0001403710756499724,0.0005459235367079758,0.23638489139455351,True,False,deficit,True,False,True
Token,-0.5766,False,deficit,6,15,0.019943,0.022825,0.8738,-0.002882,0.3329,1.8438,-0.018561,0.014217,0.0547,0.81513645901801,0.9218870362567689,1.0,False,False,deficit,False,False,False
説明,-0.5781,True,deficit,59,304,0.17094,0.435093,0.3929,-0.264153,0.3034,0.4976,-0.314045,-0.205733,71.662,2.5540927123052434e-17,6.937245366971016e-16,4.30109212752203e-14,True,True,deficit,True,True,True
有り,-0.5797,False,deficit,5,62,0.017094,0.089872,0.1902,-0.072778,0.0677,0.3661,-0.097021,-0.048535,20.3289,6.520841698307379e-06,3.25848588129069e-05,0.010981097419949626,True,True,deficit,True,True,True
現実,-0.5797,False,deficit,8,53,0.025641,0.077033,0.3329,-0.051392,0.1331,0.5802,-0.078484,-0.027102,10.9671,0.0009274621273756968,0.0028605242170342,1.0,True,False,deficit,True,False,True
EC,-0.581,False,deficit,6,38,0.019943,0.055635,0.3585,-0.035692,0.1302,0.7018,-0.058504,-0.01429,7.1194,0.007625602046683557,0.018692159893180654,1.0,True,False,deficit,True,False,True
受け取る,-0.5828,False,deficit,8,57,0.025641,0.082739,0.3099,-0.057098,0.131,0.5654,-0.081341,-0.030022,12.7939,0.00034774616494070163,0.001217473059792394,0.5856045417601415,True,False,deficit,True,False,True
領域,-0.5852,False,deficit,16,88,0.048433,0.126961,0.3815,-0.078528,0.2295,0.5777,-0.109888,-0.047173,15.8499,6.856843322074602e-05,0.0002816322964481373,0.11546924154373629,True,False,deficit,True,False,True
そして,-0.5878,True,deficit,29,179,0.08547,0.256776,0.3329,-0.171306,0.2207,0.4739,-0.216914,-0.125677,42.8075,6.04006864222476e-11,6.604854281497725e-10,1.0171475593506497e-07,True,True,deficit,True,True,True
元,-0.5884,True,deficit,29,205,0.08547,0.293866,0.2908,-0.208396,0.1933,0.3995,-0.254029,-0.165573,58.2075,2.3587283524548e-14,4.137602651597795e-13,3.9720985455338835e-11,True,True,deficit,True,True,True
感,-0.5888,False,deficit,12,101,0.037037,0.145506,0.2545,-0.108469,0.1397,0.4217,-0.139833,-0.075675,28.2641,1.0584079570279822e-07,7.129435998540488e-07,0.0001782358999635122,True,True,deficit,True,True,True
アイディア-idea,-0.5888,False,deficit,5,30,0.017094,0.044223,0.3865,-0.027129,0.1377,0.7819,-0.045673,-0.008552,5.0579,0.024514182539788293,0.051537931831465024,1.0,False,False,deficit,False,False,True
応用,-0.5924,False,deficit,4,43,0.014245,0.062767,0.2269,-0.048522,0.0815,0.473,-0.069912,-0.028563,12.4983,0.00040732763099035727,0.0013913584798940397,0.6859397305877616,True,False,deficit,True,False,True
タイム-time,-0.5941,True,deficit,35,115,0.102564,0.165478,0.6198,-0.062914,0.4241,0.8617,-0.105669,-0.020115,7.3588,0.006673717177923544,0.01667439128727485,1.0,True,False,deficit,True,False,True
理由,-0.5947,True,deficit,23,163,0.068376,0.233951,0.2923,-0.165575,0.1816,0.4233,-0.206925,-0.122832,43.5809,4.067818713157464e-11,4.6285180492953847e-10,6.85020671295717e-08,True,True,deficit,True,True,True
指示,-0.5947,False,deficit,5,37,0.017094,0.054208,0.3153,-0.037114,0.1051,0.6102,-0.058496,-0.017167,8.0636,0.00451629577413316,0.011917672566573287,1.0,True,False,deficit,True,False,True
汎用,-0.5947,False,deficit,5,47,0.017094,0.068474,0.2496,-0.05138,0.0868,0.4793,-0.072769,-0.028575,12.7492,0.0003561659922045917,0.0012417878485973756,0.5997835308725324,True,False,deficit,True,False,True
人間,-0.5956,False,deficit,12,69,0.037037,0.099857,0.3709,-0.06282,0.188,0.6023,-0.092761,-0.032875,12.6569,0.00037417237720846225,0.0012885609063784263,0.6301062832190505,True,False,deficit,True,False,True
ラン-run,-0.5964,False,deficit,7,24,0.022792,0.035663,0.6391,-0.012871,0.2575,1.373,-0.031404,0.009929,1.2008,0.2731670347829095,0.3946132560216682,1.0,False,False,deficit,False,False,False
少ない,-0.5966,True,deficit,19,176,0.05698,0.252496,0.2257,-0.195516,0.1396,0.3329,-0.235491,-0.154192,58.6711,1.8636331191413114e-14,3.3863195481351616e-13,3.138358172633968e-11,True,True,deficit,True,True,True
低い,-0.5999,False,deficit,10,75,0.031339,0.108417,0.2891,-0.077078,0.1377,0.4852,-0.104178,-0.048563,18.3198,1.8675643410089753e-05,8.687785497953354e-05,0.031449783502591144,True,True,deficit,True,True,True
時,-0.6,True,deficit,113,500,0.324786,0.714693,0.4544,-0.389907,0.3819,0.5307,-0.451191,-0.329982,145.5293,1.6453065144230785e-33,1.73168510643029e-31,2.770696170288464e-30,True,True,deficit,True,True,True
準拠,-0.6004,False,deficit,6,20,0.019943,0.029957,0.6657,-0.010014,0.2575,1.3733,-0.027112,0.008511,0.8331,0.36136904936928904,0.4943505110787024,1.0,False,False,deficit,False,False,False
間違い,-0.6004,False,deficit,5,58,0.017094,0.084165,0.2031,-0.067071,0.0726,0.4132,-0.088469,-0.042828,18.2561,1.931086729461193e-05,8.860899325375065e-05,0.03251950052412649,True,True,deficit,True,True,True
手,-0.6012,False,deficit,14,116,0.042735,0.166904,0.256,-0.124169,0.1401,0.3994,-0.156967,-0.08857,32.8443,9.984212420397169e-09,8.044695557870255e-08,1.681341371594883e-05,True,True,deficit,True,True,True
一人,-0.6018,False,deficit,8,60,0.025641,0.087019,0.2947,-0.061378,0.1268,0.5366,-0.084233,-0.032875,14.2009,0.00016428936298662055,0.0006245220931590722,0.276663287269469,True,False,deficit,True,False,True
細かい,-0.6032,False,deficit,10,98,0.031339,0.141227,0.2219,-0.109888,0.1033,0.3679,-0.139888,-0.078516,30.2,3.897014683858259e-08,2.828695141214357e-07,6.562572727617308e-05,True,True,deficit,True,True,True
初心,-0.6034,False,deficit,11,56,0.034188,0.081312,0.4205,-0.047124,0.2102,0.7049,-0.07279,-0.021467,8.4197,0.00371172729680945,0.00998490218502734,1.0,True,False,deficit,True,False,True
参加,-0.604,False,deficit,14,94,0.042735,0.135521,0.3153,-0.092786,0.1712,0.505,-0.12558,-0.061422,21.4686,3.596669600278119e-06,1.935077190692764e-05,0.006056791606868352,True,True,deficit,True,True,True
型,-0.606,False,deficit,12,55,0.037037,0.079886,0.4636,-0.042849,0.2304,0.7787,-0.069996,-0.01435,6.9371,0.008442809866233405,0.020486587629304113,1.0,True,False,deficit,True,False,True
利用,-0.6102,True,deficit,83,375,0.239316,0.536377,0.4462,-0.29706,0.3645,0.5359,-0.351232,-0.242849,83.3697,6.805665018839786e-20,2.2921479783452397e-18,1.1460739891726198e-16,True,True,deficit,True,True,True
永続,-0.6114,False,deficit,6,29,0.019943,0.042796,0.466,-0.022853,0.1871,0.9586,-0.04139,-0.001471,3.5505,0.05952777519946817,0.11175560026299264,1.0,False,False,deficit,False,False,True
参照,-0.612,True,deficit,32,200,0.094017,0.286733,0.3279,-0.192716,0.2241,0.452,-0.235543,-0.148522,50.0452,1.5024351054543223e-12,2.09099232858271e-11,2.530100717585079e-09,True,True,deficit,True,True,True
Response,-0.6124,False,deficit,2,9,0.008547,0.014265,0.5991,-0.005718,0.1536,1.9972,-0.017127,0.007112,0.5627,0.4531690846881774,0.5911206340936411,1.0,False,False,deficit,False,False,False
用いる,-0.6128,True,deficit,25,192,0.074074,0.275321,0.269,-0.201247,0.1745,0.3877,-0.245453,-0.159879,57.3333,3.678668450236914e-14,6.194877670198963e-13,6.194877670198963e-11,True,True,deficit,True,True,True
自身,-0.6156,True,deficit,16,130,0.048433,0.186876,0.2592,-0.138443,0.1406,0.4079,-0.175501,-0.099892,37.0418,1.1562096233050386e-09,1.0938522503627443e-08,1.947057005645685e-06,True,True,deficit,True,True,True
置き換える,-0.6166,False,deficit,4,50,0.014245,0.072753,0.1958,-0.058508,0.0677,0.4076,-0.081317,-0.035656,16.0109,6.29782289365546e-05,0.00026057822488736597,0.10605533752915795,True,False,deficit,True,False,True
数,-0.6176,True,deficit,31,180,0.091168,0.258203,0.3531,-0.167034,0.2417,0.4905,-0.209802,-0.120003,40.2501,2.2344629869788637e-10,2.2944119939465892e-09,3.7628356700724065e-07,True,True,deficit,True,True,True
遣り取り,-0.6187,False,deficit,9,62,0.02849,0.089872,0.317,-0.061382,0.1468,0.5447,-0.088461,-0.03429,13.6426,0.00022111482186228608,0.0008112360784664265,0.37235736001608977,True,False,deficit,True,False,True
インターネット-internet,-0.6187,False,deficit,4,39,0.014245,0.057061,0.2496,-0.042816,0.0908,0.5181,-0.062772,-0.021434,10.5513,0.0011610725513707602,0.003504025405928961,1.0,True,False,deficit,True,False,True
スキーマ-schema,-0.6193,True,deficit,14,60,0.042735,0.087019,0.4911,-0.044284,0.2711,0.7921,-0.072841,-0.014355,6.762,0.00931174850014126,0.022305810062927284,1.0,True,False,deficit,True,False,True
句,-0.6196,False,deficit,4,18,0.014245,0.027104,0.5256,-0.012859,0.1598,1.165,-0.028543,0.002825,1.6772,0.19529871963787326,0.29980222777591486,1.0,False,False,deficit,False,False,False
グループ-group,-0.6204,False,deficit,10,72,0.031339,0.104137,0.3009,-0.072798,0.1368,0.4993,-0.1013,-0.044224,16.8676,4.00802979984948e-05,0.00017485808764110166,0.06749522182946524,True,False,deficit,True,False,True
期間,-0.6217,False,deficit,14,82,0.042735,0.118402,0.3609,-0.075667,0.1915,0.575,-0.105608,-0.045726,15.8,7.040086282194875e-05,0.000288050070570588,0.1185550529921617,True,False,deficit,True,False,True
抽出,-0.6242,False,deficit,6,54,0.019943,0.078459,0.2542,-0.058516,0.0951,0.4646,-0.081329,-0.035657,14.4972,0.0001403710756499724,0.0005459235367079758,0.23638489139455351,True,False,deficit,True,False,True
手間,-0.6247,False,deficit,5,58,0.017094,0.084165,0.2031,-0.067071,0.0739,0.3994,-0.09131,-0.041406,18.2561,1.931086729461193e-05,8.860899325375065e-05,0.03251950052412649,True,True,deficit,True,True,True
専門,-0.6255,False,deficit,8,52,0.025641,0.075606,0.3391,-0.049965,0.1452,0.6079,-0.075631,-0.025683,10.5199,0.0011809674628763284,0.0035450074999710105,1.0,True,False,deficit,True,False,True
